,no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,loan_status,Assets
1582,2,0,1,5300000,12300000,14,472,0,35300000
1583,2,0,0,3700000,10900000,12,788,1,17200000
1584,0,0,0,9500000,35300000,6,605,1,60800000
1585,3,1,0,8300000,30500000,10,473,0,57800000
1586,5,1,0,6400000,21500000,16,728,1,32500000
1587,5,1,1,5300000,17800000,16,505,0,36400000
1588,0,1,1,5600000,19300000,6,407,0,29600000
1589,1,1,1,900000,1700000,18,464,0,3900000
1590,0,1,1,2400000,7200000,20,514,0,14700000
1591,1,1,0,9500000,23000000,10,627,1,70800000
1592,2,0,1,7400000,14900000,20,627,1,55300000
1593,4,0,1,1500000,3200000,10,858,1,7900000
1594,3,1,1,8800000,30200000,8,607,1,53700000
1595,5,0,1,4900000,14300000,4,663,1,39700000
1596,1,0,1,8100000,26900000,6,522,0,48000000
1597,2,0,1,2300000,9100000,20,610,1,15500000
1598,5,0,1,3000000,6600000,16,462,0,21700000
1599,2,0,1,3900000,9300000,8,591,1,26500000
1600,4,1,1,1700000,6500000,20,636,1,11100000
1601,0,0,1,2100000,4900000,10,359,0,8900000
1602,4,1,1,9700000,25000000,4,542,0,64500000
1603,5,0,1,3500000,11800000,4,642,1,20700000
1604,5,0,1,1500000,5500000,4,414,1,6300000
1605,3,0,1,8800000,26200000,20,865,1,69300000
1606,3,1,0,900000,3100000,10,369,0,3700000
1607,0,1,1,3500000,10800000,14,838,1,27100000
1608,5,0,0,5500000,21200000,4,582,1,40600000
1609,5,0,1,9800000,23200000,10,416,0,58400000
1610,5,1,0,2100000,5500000,20,705,1,12600000
1611,0,1,0,1800000,5700000,18,306,0,8500000
1612,5,1,1,5800000,13000000,8,851,1,37200000
1613,5,1,0,6700000,17200000,18,613,1,48200000
1614,3,1,0,4300000,16300000,10,366,0,31400000
1615,1,1,0,1200000,2800000,12,431,0,5100000
1616,5,0,1,9700000,25900000,2,754,1,54200000
1617,5,1,1,5400000,11200000,10,447,0,35600000
1618,1,0,1,5300000,14100000,14,510,0,50400000
1619,1,1,0,7300000,24200000,20,324,0,44000000
1620,5,1,0,9500000,19200000,2,523,0,42700000
1621,0,0,1,7200000,15600000,2,362,0,31800000
1622,3,1,1,9000000,32900000,6,657,1,51700000
1623,5,0,0,6500000,23300000,12,790,1,35300000
1624,1,1,1,9500000,30500000,18,500,0,30600000
1625,2,0,1,9900000,33200000,4,465,1,72700000
1626,4,0,0,2900000,8700000,6,409,0,19600000
1627,4,1,1,700000,1800000,20,626,1,2800000
1628,5,0,0,4200000,13400000,16,545,0,34000000
1629,3,0,0,4200000,11400000,10,654,1,31100000
1630,0,0,0,7600000,26500000,6,515,0,47100000
1631,2,1,1,7100000,18800000,12,838,1,27800000
1632,1,0,1,4700000,16000000,14,406,0,26900000
1633,0,1,1,9800000,23200000,10,573,1,65400000
1634,0,1,1,9800000,38700000,2,611,1,56000000
1635,0,0,0,5100000,13400000,16,649,1,28000000
1636,0,0,1,3300000,7700000,12,775,1,21900000
1637,3,1,0,4500000,12500000,12,469,0,29300000
1638,0,1,1,3900000,12800000,18,587,1,27400000
1639,3,1,1,3200000,9900000,10,316,0,27000000
1640,2,1,0,3200000,10400000,10,556,1,29800000
1641,2,0,0,9600000,31200000,12,578,1,52100000
1642,2,0,1,8700000,18900000,2,554,1,35300000
1643,2,0,1,1900000,6800000,6,892,1,12100000
1644,2,0,1,2900000,10200000,10,315,0,16600000
1645,0,0,0,6200000,12900000,10,695,1,32000000
1646,0,0,0,5900000,20300000,4,806,1,25200000
1647,4,0,1,3200000,12800000,8,638,1,18700000
1648,1,0,1,1300000,5000000,4,610,1,9600000
1649,2,0,1,1300000,3200000,4,810,1,11000000
1650,1,1,0,8700000,33200000,4,866,1,69700000
1651,3,0,0,6300000,23800000,10,760,1,41200000
1652,3,1,0,4300000,11200000,6,556,1,34900000
1653,3,0,1,6400000,23500000,12,684,1,60200000
1654,5,0,1,7700000,25800000,18,578,1,50500000
1655,2,0,0,6900000,23900000,12,814,1,47500000
1656,0,0,0,4200000,14800000,20,510,0,29400000
1657,4,0,0,3900000,9000000,2,674,1,31500000
1658,0,1,1,2000000,4900000,14,570,1,12000000
1659,1,0,0,500000,1700000,2,680,1,3600000
1660,0,1,0,3500000,8800000,12,803,1,17500000
1661,2,0,1,3100000,10700000,16,357,0,22600000
1662,3,0,1,4900000,19000000,4,575,1,44300000
1663,1,0,0,1000000,3600000,4,546,1,5600000
1664,2,1,0,6700000,21400000,8,370,0,43700000
1665,1,1,0,4100000,9400000,6,713,1,15200000
1666,4,0,1,1600000,3800000,2,896,1,8400000
1667,3,1,1,2400000,9200000,14,626,1,14400000
1668,0,1,0,2200000,6400000,4,854,1,10300000
1669,4,1,0,3200000,8400000,18,802,1,14200000
1670,4,0,1,1600000,4400000,20,382,0,9100000
1671,2,0,0,3900000,14900000,6,415,0,20600000
1672,5,1,1,2000000,6300000,4,366,1,15700000
1673,1,1,1,7600000,25400000,10,595,1,44200000
1674,1,0,0,9800000,21300000,2,356,0,75600000
1675,5,0,0,7900000,29900000,6,568,1,44300000
1676,1,1,0,1600000,4000000,10,615,1,11800000
1677,1,1,1,6400000,13900000,12,313,0,48400000
1678,1,1,1,6400000,17900000,6,575,1,42600000
1679,4,1,0,1600000,5500000,10,577,1,7100000
1680,0,1,0,9200000,30700000,10,455,0,65000000
1681,1,0,0,7800000,24900000,6,500,0,46300000
1682,1,0,1,4000000,9400000,8,509,0,21400000
1683,2,0,1,6100000,19400000,8,379,0,34500000
1684,5,1,0,7100000,14500000,14,664,1,43100000
1685,0,0,1,2500000,9900000,6,623,1,15800000
1686,5,1,0,3200000,8700000,16,558,1,16000000
1687,4,1,0,1700000,4300000,18,580,1,12200000
1688,4,1,0,6300000,17600000,6,612,1,46000000
1689,4,1,1,700000,2400000,14,705,1,2800000
1690,4,1,1,1100000,2700000,18,301,0,9200000
1691,1,0,1,8900000,32000000,16,711,1,32800000
1692,3,1,0,300000,700000,20,735,1,2400000
1693,1,0,0,2200000,5200000,14,682,1,11100000
1694,3,0,0,3400000,13500000,10,348,0,24500000
1695,0,1,1,7900000,23500000,20,750,1,57300000
1696,3,0,1,5800000,18200000,16,835,1,29600000
1697,0,1,1,9400000,20000000,6,389,0,52700000
1698,2,1,0,4800000,18900000,4,866,1,36000000
1699,3,0,0,7600000,26600000,4,689,1,38800000
1700,0,0,0,5900000,17600000,16,645,1,48100000
1701,1,1,1,4300000,10100000,2,797,1,29900000
1702,5,1,0,6100000,17800000,6,849,1,37700000
1703,5,1,0,5400000,19700000,20,423,0,39500000
1704,1,0,1,5200000,11200000,2,370,0,43200000
1705,5,0,0,8500000,31300000,12,378,0,73700000
1706,4,0,0,900000,1900000,20,417,0,5500000
1707,1,0,0,1400000,4100000,20,530,0,7200000
1708,1,0,1,2400000,9300000,20,543,0,9900000
1709,4,1,0,6300000,15000000,18,750,1,30400000
1710,1,1,0,3100000,7600000,20,346,0,17800000
1711,4,1,1,6900000,19000000,14,330,0,43600000
1712,2,0,1,3000000,7400000,10,712,1,21500000
1713,0,0,0,3100000,10100000,14,376,0,24900000
1714,4,0,0,600000,1200000,14,338,0,3800000
1715,4,0,1,4700000,13700000,14,600,1,43200000
1716,1,1,0,2500000,6900000,20,495,0,17500000
1717,0,1,0,9700000,30400000,4,300,1,81000000
1718,4,0,1,7600000,20000000,18,691,1,48300000
1719,1,1,0,8400000,24700000,8,519,0,52900000
1720,3,1,1,3800000,15100000,20,540,0,23300000
1721,3,0,1,3100000,11400000,16,562,1,17500000
1722,2,0,0,5700000,21300000,10,323,0,34100000
1723,1,1,1,5500000,19700000,10,312,0,40400000
1724,1,0,1,200000,600000,2,511,1,1600000
1725,3,0,1,3700000,13800000,10,621,1,22000000
1726,2,0,1,1600000,4300000,20,512,0,12900000
1727,4,1,0,3900000,11000000,2,786,1,22300000
1728,3,0,1,700000,1600000,18,303,0,3700000
1729,3,1,1,5800000,16700000,18,633,1,34900000
1730,4,1,1,3800000,14000000,6,711,1,34400000
1731,2,1,0,6400000,16900000,16,472,0,37900000
1732,1,1,1,5500000,12100000,4,350,0,39600000
1733,1,0,1,6800000,13700000,10,879,1,31900000
1734,4,0,0,6700000,13400000,10,436,0,35500000
1735,1,1,1,5300000,11500000,14,848,1,25300000
1736,2,1,0,6600000,23200000,16,555,1,43000000
1737,2,1,0,6600000,13100000,20,885,1,42000000
1738,0,0,0,7600000,25200000,6,888,1,55600000
1739,4,0,1,2500000,6100000,20,478,0,19400000
1740,4,0,0,1100000,2500000,4,603,1,7700000
1741,1,0,0,2300000,8200000,8,784,1,10700000
1742,1,1,1,3300000,11700000,4,682,1,22900000
1743,4,1,1,2600000,5900000,6,471,0,16100000
1744,4,0,1,9300000,36700000,20,808,1,64800000
1745,4,0,0,5300000,18500000,8,470,0,32000000
1746,2,0,0,5400000,13800000,20,574,1,24700000
1747,4,0,1,3500000,12000000,8,314,0,23100000
1748,2,1,0,4200000,10200000,14,407,0,24900000
1749,0,0,1,9200000,34900000,4,702,1,66800000
1750,2,1,0,4300000,9800000,2,499,0,26600000
1751,1,1,1,7500000,19900000,10,669,1,36000000
1752,5,0,1,5400000,18800000,20,326,0,37800000
1753,3,0,0,5500000,16200000,18,778,1,36800000
1754,2,0,1,2100000,4500000,2,787,1,15700000
1755,0,1,0,3700000,12300000,16,831,1,23800000
1756,0,1,0,8800000,32900000,18,576,1,48200000
1757,5,0,0,5800000,22800000,12,600,1,43500000
1758,4,1,0,7900000,30600000,2,569,1,38500000
1759,1,0,1,3100000,6300000,20,867,1,18600000
1760,0,0,0,4100000,14500000,12,441,0,29800000
1761,2,0,1,9800000,32700000,2,304,1,56800000
1762,5,0,0,3300000,8400000,18,520,0,21800000
1763,0,1,0,2000000,6200000,14,613,1,8600000
1764,2,0,1,600000,1100000,8,885,1,2200000
1765,4,0,1,3600000,9500000,2,841,1,24900000
1766,2,0,0,7500000,29100000,20,815,1,56300000
1767,5,1,1,200000,400000,18,822,1,1400000
1768,4,0,0,9900000,29100000,18,772,1,82000000
1769,5,1,1,6100000,22500000,6,776,1,46100000
1770,4,0,1,3500000,10300000,10,337,0,29600000
1771,0,0,1,7800000,19000000,12,333,0,70500000
1772,3,0,1,8700000,29300000,4,312,1,46700000
1773,2,1,1,5500000,12400000,14,842,1,28300000
1774,3,1,1,1800000,5100000,8,790,1,5800000
1775,2,1,0,8000000,31900000,16,806,1,50300000
1776,5,0,1,7500000,17000000,8,300,0,41700000
1777,5,1,1,3700000,12000000,12,605,1,23000000
1778,2,1,1,1600000,4700000,12,582,1,9000000
1779,5,1,0,1300000,2700000,6,607,1,8600000
1780,5,1,1,2400000,8200000,10,709,1,17400000
1781,4,1,1,4100000,11600000,14,854,1,25800000
1782,2,0,1,7300000,15200000,20,776,1,54800000
1783,1,1,1,8000000,24600000,12,649,1,43400000
1784,3,0,0,7900000,28000000,4,394,1,58100000
1785,4,0,0,7200000,18900000,16,371,0,44500000
1786,3,0,0,6200000,13200000,14,707,1,53400000
1787,2,0,1,5700000,18100000,20,491,0,28500000
1788,0,1,1,5800000,14100000,16,570,1,32500000
1789,1,0,0,900000,3500000,18,395,0,7600000
1790,0,0,1,2200000,7500000,10,497,0,11900000
1791,3,0,1,1800000,5300000,14,440,0,6800000
1792,0,0,1,800000,2400000,16,825,1,4900000
1793,2,1,1,7600000,18100000,14,320,0,53900000
1794,2,1,1,4100000,13500000,4,846,1,30500000
1795,3,1,1,4600000,10900000,12,856,1,31300000
1796,3,1,0,2300000,6800000,10,418,0,13200000
1797,0,0,1,8000000,21100000,6,306,0,64800000
1798,2,0,1,3800000,14500000,16,567,1,18500000
1799,2,0,1,9500000,36800000,6,493,0,76200000
1800,2,1,0,9300000,21200000,2,509,0,47800000
1801,4,1,0,4700000,17000000,4,364,1,32500000
1802,5,0,0,6000000,24000000,20,639,1,29300000
1803,2,1,1,5500000,21700000,2,309,1,42000000
1804,0,0,1,4600000,14800000,6,433,0,34500000
1805,5,0,0,9900000,33600000,20,580,1,69900000
1806,1,1,1,6200000,16200000,4,888,1,40200000
1807,4,0,1,400000,1100000,6,644,1,3300000
1808,1,0,1,7800000,22200000,10,763,1,44500000
1809,0,1,1,2900000,10800000,20,694,1,19300000
1810,3,0,0,500000,1200000,6,757,1,3200000
1811,0,0,0,2500000,6900000,12,471,0,17800000
1812,5,0,0,9000000,35200000,2,437,1,64900000
1813,4,0,1,5200000,11400000,10,406,0,34100000
1814,5,0,0,6000000,19700000,20,376,0,48000000
1815,1,1,0,5100000,13800000,14,350,0,24600000
1816,5,0,1,8000000,22500000,20,784,1,51700000
1817,4,1,1,9200000,25400000,14,765,1,58500000
1818,4,0,0,9800000,32200000,18,593,1,58200000
1819,3,1,1,7600000,30000000,10,344,0,71400000
1820,1,1,0,5100000,11800000,12,314,0,39600000
1821,4,1,1,1500000,3300000,16,382,0,6900000
1822,2,0,1,6200000,16500000,4,510,0,43300000
1823,2,1,1,6300000,24600000,8,464,0,29800000
1824,1,1,1,5500000,14900000,2,403,0,40100000
1825,3,0,0,8100000,30400000,12,606,1,45500000
1826,1,1,0,6300000,22000000,20,646,1,36400000
1827,1,1,0,1100000,3600000,20,495,0,6300000
1828,3,0,1,7200000,21600000,2,626,1,42800000
1829,1,0,1,3000000,6000000,16,518,0,21000000
1830,5,1,0,2700000,7600000,8,746,1,13700000
1831,0,0,0,5000000,16300000,12,737,1,22200000
1832,0,0,0,8400000,22300000,14,371,0,43400000
1833,1,1,0,7700000,27300000,8,509,0,43300000
1834,1,1,0,4700000,14000000,2,411,0,24000000
1835,2,0,0,4300000,11800000,20,701,1,33700000
1836,5,0,0,2500000,8800000,10,769,1,16200000
1837,5,0,1,4400000,12500000,6,740,1,25800000
1838,5,0,0,5700000,11600000,4,892,1,43500000
1839,2,0,0,5300000,13100000,14,417,0,36100000
1840,5,1,0,4600000,14400000,6,785,1,33700000
1841,3,0,0,400000,1100000,16,504,0,1800000
1842,0,0,0,2100000,5900000,14,402,0,10200000
1843,2,1,1,1200000,3500000,16,540,0,9200000
1844,2,1,1,8000000,28400000,10,607,1,55800000
1845,1,1,1,5000000,19400000,10,410,0,34000000
1846,0,0,0,8500000,17200000,12,624,1,38600000
1847,4,1,0,4600000,16600000,16,805,1,27100000
1848,2,1,0,4600000,16100000,18,709,1,35300000
1849,2,0,1,8500000,30900000,14,511,0,55100000
1850,1,1,1,7800000,25100000,18,766,1,40900000
1851,3,0,1,1400000,3800000,16,451,0,10000000
1852,1,0,1,3700000,10200000,4,447,0,20000000
1853,3,0,1,1000000,2500000,18,763,1,5000000
1854,5,0,0,900000,3100000,20,834,1,5300000
1855,2,1,0,5600000,19500000,8,429,0,36600000
1856,4,0,0,3200000,10600000,16,693,1,24900000
1857,1,1,0,2900000,11100000,20,478,0,18600000
1858,2,1,1,300000,800000,10,752,1,2300000
1859,0,1,1,2400000,5900000,14,319,0,19000000
1860,3,1,0,5000000,17600000,8,303,0,35600000
1861,3,0,1,5000000,16700000,20,420,0,31700000
1862,2,0,1,200000,600000,8,552,1,1500000
1863,3,0,1,6000000,16000000,12,606,1,41300000
1864,2,0,0,5600000,13700000,2,558,1,35600000
1865,1,0,0,4500000,12400000,6,504,0,30500000
1866,5,0,1,200000,300000,8,412,0,600000
1867,4,0,1,6200000,18300000,4,900,1,42000000
1868,4,0,1,9800000,23800000,8,634,1,65800000
1869,5,1,1,3900000,9000000,8,340,0,25900000
1870,3,0,1,8300000,20900000,4,615,1,33200000
1871,2,1,1,4900000,12200000,18,353,0,25200000
1872,4,1,1,6900000,16300000,8,606,1,34000000
1873,2,0,0,4500000,14500000,18,498,0,26400000
1874,4,0,0,7500000,21900000,2,585,1,54600000
1875,1,0,1,2300000,6400000,8,578,1,15400000
1876,1,1,0,7400000,15500000,2,693,1,46900000
1877,4,1,0,4800000,14300000,6,795,1,19600000
1878,1,1,0,2600000,9900000,6,594,1,16400000
1879,3,0,1,2700000,10600000,8,840,1,14400000
1880,3,0,0,3700000,10900000,16,301,0,23100000
1881,4,1,1,2600000,9400000,18,481,0,18100000
1882,5,0,1,8800000,23100000,16,531,0,53500000
1883,2,0,0,7500000,15400000,8,332,0,40500000
1884,0,1,0,4700000,18500000,4,516,1,25900000
1885,2,0,0,7100000,26600000,6,727,1,55300000
1886,3,0,1,5500000,19300000,10,344,0,34700000
1887,2,1,0,9500000,31500000,12,650,1,67800000
1888,3,1,1,4200000,15400000,8,362,0,36300000
1889,5,1,1,6900000,18600000,18,307,0,37800000
1890,5,1,0,9900000,24600000,2,530,0,70400000
1891,5,1,0,6700000,17700000,6,482,0,37800000
1892,0,0,1,9300000,22200000,14,701,1,52300000
1893,2,1,0,5600000,17200000,16,586,1,34400000
1894,0,1,1,8100000,17600000,16,384,0,70400000
1895,4,0,0,6000000,18000000,18,882,1,28900000
1896,5,0,1,4200000,11200000,2,758,1,25200000
1897,5,1,0,1600000,4000000,18,529,0,8800000
1898,3,1,1,800000,1500000,2,589,1,4800000
1899,1,1,0,500000,1300000,6,670,1,3600000
1900,5,0,1,4300000,14100000,12,532,0,34900000
1901,0,0,0,4000000,12500000,18,868,1,28500000
1902,2,0,0,2900000,7300000,2,776,1,23200000
1903,5,1,1,2300000,9100000,16,644,1,16300000
1904,0,1,1,1800000,6000000,12,658,1,12100000
1905,1,1,1,8700000,33900000,10,766,1,45500000
1906,3,0,0,7800000,21100000,12,717,1,38000000
1907,2,1,0,3200000,6300000,10,339,0,15200000
1908,0,0,0,1600000,4500000,18,463,0,8000000
1909,4,0,0,2400000,7300000,4,540,1,12800000
1910,1,1,0,1800000,5900000,16,804,1,9300000
1911,1,1,0,7500000,16000000,10,541,0,48300000
1912,4,0,1,6700000,18400000,10,371,0,23400000
1913,5,1,0,5800000,13700000,6,369,0,28300000
1914,0,0,0,500000,1800000,2,651,1,2600000
1915,0,1,1,9400000,30700000,10,477,0,52000000
1916,4,0,0,1600000,6200000,18,554,1,10600000
1917,0,1,1,9300000,25000000,14,362,0,74300000
1918,5,1,0,3700000,14000000,2,469,1,15200000
1919,3,0,0,900000,1900000,12,547,0,6200000
1920,4,0,0,500000,1300000,6,809,1,1900000
1921,1,1,1,7800000,16200000,2,335,0,47900000
1922,5,0,1,5300000,13700000,18,708,1,33600000
1923,0,1,0,300000,700000,16,779,1,1600000
1924,0,1,1,5000000,19900000,6,748,1,31100000
1925,0,1,0,7900000,28600000,18,541,0,33300000
1926,4,1,0,5300000,15800000,2,527,0,32600000
1927,0,0,1,5500000,15300000,4,859,1,38400000
1928,0,1,0,1500000,5600000,18,604,1,10600000
1929,5,1,0,6600000,20100000,18,348,0,39100000
1930,4,1,1,6200000,16200000,20,734,1,31800000
1931,3,1,0,6300000,17000000,16,388,0,33100000
1932,0,1,1,3800000,8100000,20,831,1,17900000
1933,5,0,0,500000,1500000,6,433,0,3200000
1934,2,1,1,5000000,15900000,16,699,1,40000000
1935,0,0,0,4500000,17100000,8,303,0,37200000
1936,4,0,0,1000000,3800000,2,611,1,6600000
1937,2,1,0,1700000,3700000,20,558,1,13000000
1938,4,1,1,1200000,4800000,2,752,1,7300000
1939,5,0,1,8500000,25800000,14,786,1,68600000
1940,0,1,0,8600000,29000000,18,481,0,56900000
1941,2,1,0,400000,1300000,16,507,0,2200000
1942,4,1,0,8700000,19800000,14,715,1,67400000
1943,0,0,0,1800000,5700000,20,392,0,11100000
1944,0,1,1,4700000,17700000,16,887,1,26100000
1945,0,0,0,7300000,21600000,2,479,0,53600000
1946,2,1,0,8400000,32100000,20,328,0,48400000
1947,2,1,1,4800000,12900000,8,740,1,24900000
1948,2,1,0,9200000,34200000,2,456,1,55000000
1949,1,0,0,6200000,21100000,10,467,0,54900000
1950,0,1,1,200000,700000,10,587,0,600000
1951,0,0,1,2500000,6700000,16,569,1,15400000
1952,3,0,1,8000000,24400000,14,399,0,56700000
1953,1,0,0,4600000,15200000,4,593,1,33200000
1954,3,0,1,4900000,12700000,8,409,0,28500000
1955,4,0,0,9500000,21300000,18,353,0,57700000
1956,5,1,1,4500000,11600000,20,306,0,24300000
1957,2,1,1,5900000,14200000,12,499,0,45400000
1958,4,1,0,4200000,14600000,6,324,0,26900000
1959,2,0,1,3300000,11300000,6,647,1,28300000
1960,2,1,1,4900000,12600000,2,767,1,25300000
1961,4,0,0,5300000,10700000,12,821,1,45800000
1962,4,0,0,7200000,17700000,6,338,0,54200000
1963,0,1,0,8400000,24300000,4,785,1,57100000
1964,3,1,0,3800000,11800000,4,694,1,13900000
1965,0,0,0,9900000,22300000,20,613,1,65800000
1966,4,1,1,2900000,8300000,10,318,0,25800000
1967,3,0,1,6000000,18700000,18,783,1,40400000
1968,2,0,0,1700000,5300000,20,761,1,7900000
1969,4,1,1,5300000,12000000,10,329,0,48000000
1970,5,0,1,7500000,15000000,14,661,1,52200000
1971,4,0,0,400000,900000,18,339,0,1900000
1972,1,1,1,8300000,17700000,10,673,1,61900000
1973,3,1,0,4500000,16900000,18,748,1,37400000
1974,3,1,0,4600000,10000000,4,702,1,28900000
1975,4,0,0,4700000,10300000,12,710,1,38700000
1976,0,1,1,900000,3500000,6,331,0,8400000
1977,1,0,0,2400000,7600000,12,372,0,18100000
1978,0,0,1,3900000,9600000,10,783,1,26800000
1979,0,1,0,8300000,31400000,18,558,1,48400000
1980,4,1,1,4700000,13000000,6,552,1,28200000
1981,4,0,0,3900000,10600000,20,544,0,23000000
1982,2,0,0,400000,1000000,6,425,0,2100000
1983,2,0,1,1700000,5100000,18,321,0,11400000
1984,2,1,1,6100000,15500000,8,758,1,33400000
1985,5,1,1,7300000,19600000,10,373,0,45200000
1986,3,0,1,300000,500000,6,876,1,1800000
1987,2,0,0,4300000,14500000,10,594,1,31400000
1988,3,0,0,7000000,18400000,18,837,1,31800000
1989,0,0,1,4900000,16500000,4,600,1,31800000
1990,4,1,0,6200000,12400000,20,547,0,50200000
1991,1,0,0,4100000,15800000,12,431,0,37900000
1992,0,0,1,7300000,22600000,12,851,1,36800000
1993,4,0,1,9200000,28100000,12,760,1,68100000
1994,0,0,0,800000,2400000,2,716,1,5400000
1995,4,0,0,2900000,11200000,10,744,1,19500000
1996,3,0,0,8100000,21600000,4,740,1,52900000
1997,0,1,0,9300000,20300000,14,759,1,76000000
1998,4,1,1,9200000,29400000,14,517,0,48500000
1999,3,0,1,3100000,6300000,18,895,1,20400000
2000,3,0,1,7000000,15400000,20,315,0,49800000
2001,4,0,0,3900000,8800000,14,527,0,27500000
2002,3,1,0,5500000,19800000,14,853,1,28900000
2003,0,1,0,6600000,13700000,20,747,1,35900000
2004,2,0,0,9900000,31600000,16,892,1,65800000
2005,4,1,1,6600000,20500000,8,856,1,48700000
2006,3,1,0,8600000,23600000,4,324,0,50400000
2007,5,1,0,7900000,28600000,12,812,1,68200000
2008,5,1,1,6800000,22600000,2,804,1,44100000
2009,4,1,0,700000,1800000,8,874,1,4200000
2010,2,0,1,3800000,10000000,12,516,0,25900000
2011,5,1,1,6900000,18300000,4,402,0,55000000
2012,1,1,1,3700000,12400000,12,330,0,17600000
2013,1,1,0,7900000,24000000,12,867,1,70600000
2014,4,1,1,8800000,34200000,16,844,1,61100000
2015,5,0,1,3300000,7800000,8,310,0,19400000
2016,4,0,0,5800000,14200000,20,535,0,38700000
2017,1,1,1,7400000,29500000,16,323,0,51900000
2018,1,1,0,8200000,25600000,4,686,1,29600000
2019,0,0,1,3300000,9600000,8,465,0,18500000
2020,4,1,1,5300000,10700000,12,547,0,28500000
2021,1,0,0,5700000,19100000,12,649,1,40500000
2022,2,0,0,9000000,31000000,14,670,1,70700000
2023,3,1,0,5900000,14400000,10,408,0,34200000
2024,2,0,0,5400000,11900000,6,303,0,46500000
2025,0,1,0,9800000,34800000,14,497,0,38600000
2026,4,1,1,9800000,34100000,14,740,1,55600000
2027,4,0,1,3800000,8200000,4,309,0,28300000
2028,0,0,0,9500000,24400000,14,769,1,61800000
2029,3,1,1,2500000,7100000,6,420,0,18800000
2030,1,1,0,1900000,6000000,20,540,0,8100000
2031,5,1,1,4400000,10600000,20,806,1,26600000
2032,4,1,1,1400000,2900000,6,723,1,10100000
2033,5,0,1,3200000,11800000,16,565,1,21800000
2034,1,1,1,3100000,9200000,16,374,0,16500000
2035,4,1,0,4500000,9900000,10,509,0,29100000
2036,3,0,1,9300000,23500000,16,728,1,50500000
2037,2,1,0,6900000,18200000,20,396,0,48200000
2038,0,0,1,3900000,8600000,2,667,1,26400000
2039,5,0,0,3200000,7400000,12,583,1,29100000
2040,1,0,1,5600000,21100000,10,459,0,33100000
2041,4,0,1,3700000,11900000,18,635,1,28400000
2042,3,0,0,8400000,27200000,12,604,1,58600000
2043,0,0,1,4200000,8900000,14,796,1,22700000
2044,4,1,0,3800000,8500000,10,416,0,30000000
2045,3,1,0,3200000,8200000,8,311,0,22800000
2046,1,1,0,9700000,33900000,10,833,1,75700000
2047,1,0,1,4300000,9400000,6,543,0,31600000
2048,5,1,1,8100000,20300000,18,751,1,48600000
2049,5,0,1,9400000,23200000,14,885,1,57700000
2050,4,0,1,8100000,19400000,6,346,0,50900000
2051,4,1,0,6500000,14500000,4,588,1,49000000
2052,2,1,0,9400000,23100000,4,488,0,63100000
2053,1,0,1,2600000,6600000,20,765,1,8800000
2054,3,0,1,8000000,25600000,6,337,0,38000000
2055,1,1,0,4700000,9300000,8,515,0,26000000
2056,2,1,1,7600000,22300000,12,555,1,40700000
2057,1,1,1,6800000,27200000,2,702,1,40400000
2058,2,0,1,6600000,17000000,2,457,0,31900000
2059,2,1,0,8200000,27200000,10,425,0,50100000
2060,1,1,1,4400000,12300000,6,583,1,34100000
2061,1,0,0,8300000,29200000,6,877,1,64600000
2062,0,1,0,9200000,36500000,14,522,0,51400000
